,AAPL,AMZN,CAT,CVX,GS,HD,JNJ,JPM,KO,LIN,MSFT,NEE,NVDA,PG,UNH,XOM
2012-01-31,0.19896812863806457,1.0383041453365857e-06,7.99403030687007e-08,0.061550907681322736,0.0,0.07280719818705383,0.08670971386257571,1.0685477946994031e-08,0.10352802148270666,1.06287959925322e-06,0.08039519832539475,0.09874774613645136,0.0,0.10417584629941855,0.08836070513209714,0.10475434244538909
2012-02-29,0.19999992890137083,0.06093729322249004,1.051566844990328e-08,0.06713943691650716,0.0,0.07038650437082673,0.08448374786551321,0.0,0.09870195734010606,0.061723173384522136,0.09246298873830297,0.030309214962179813,0.0,0.039326288896613854,0.08196249680911877,0.11256695807677998
2012-03-30,0.19999999281417763,0.0677265151982091,1.2202014587155115e-08,0.0637136483936955,0.0,0.07474583442094082,0.08183803100883519,0.0,0.10145471631022512,1.9242448371509502e-06,0.149999975899627,0.03284067203397574,0.0,0.10176141652987719,0.08782812507650171,0.038089135867083235
2012-04-30,0.19999995665066694,0.07116308273184925,1.2093760038010357e-08,0.02242724287910252,0.0,0.06237426789462616,0.08522209019213835,0.0,0.11261513750462174,1.116286665797268e-07,0.1420832753869546,0.029263285586132202,0.0,0.10212419822302873,0.08137752053957731,0.09134981868887558
2012-05-31,0.1999999247585937,0.07111898295846136,2.1343144449373826e-08,0.013684362430014613,1.3061647726928456e-08,0.06362577531400564,0.08676492757909605,1.3476570163463599e-08,0.1203025693213597,1.9767453487789153e-07,0.13672436985431813,0.09895176389356722,0.0,0.10967026137251323,0.016060232805251373,0.0830965841569217
2012-06-29,0.19999998671506164,0.07393863599641176,0.0,0.010655684998398005,0.0,0.06842545564077147,0.08903866632595829,0.0,0.11645709020978227,4.207943365981361e-08,0.13388853089518032,0.0984103812750178,0.0,0.10816278791218864,0.013127582331042968,0.0878951556207532
2012-07-31,0.19999999586480238,0.07608130184523225,0.0,0.02016518915579079,0.0,0.06874975259333221,0.08892950691207777,0.0,0.11128347791741802,1.5243418950232206e-08,0.12690486065682643,0.10180734019868769,0.0,0.11165159790836,0.014050190897173225,0.08037677080688034
2012-08-31,0.19999993834379415,0.08088559723597308,2.0068143894036292e-08,0.022998318759310417,1.2995735648159047e-08,0.07430450622491963,0.08459454331501838,1.3617688659638468e-08,0.1696814799231963,3.210516192366233e-07,0.05898670149396467,0.10565901826458911,0.0,0.11553979508109802,0.016591852978487996,0.07075788064646077
2012-09-28,0.19999999391446735,0.0809488062079308,0.0,0.022665620255384423,0.0,0.07763287339264711,0.08358513861212045,0.0,0.09862862656851211,1.225870973940206e-07,0.05280767908859184,0.10501111121604603,0.0,0.11848603826802916,0.01950295558385512,0.14073103430531836
2012-10-31,0.19999993305232666,0.07798680955299672,1.789385934881601e-06,0.06890266137938057,0.016192102424211815,0.06939139775109973,0.04202107457160677,0.08269450844123567,0.0763853282959323,2.1843027227941616e-08,0.0871522235041751,0.07690676195188761,0.0,0.05177182338260085,0.025084579053382332,0.12550898541020175
2012-11-30,0.1999998930363972,0.07780025371869986,2.1985211026956207e-08,1.0120673083400406e-07,0.000929183433692008,0.08936862393189586,0.07814417646200641,0.09749375730666693,0.08750130778256703,5.140419026514935e-08,0.047404274603705145,0.12727720522650804,0.0,0.11242987649073692,0.01800418202451148,0.063647091386481
2012-12-31,0.18559262130093415,0.08296427759858273,0.0,0.05331397431408482,0.05620562090322436,0.06546148961753027,0.08774356303447882,0.07983758948408688,0.08256914283795573,2.7311550819172305e-08,0.03287496888037317,0.036380504417026414,0.0,0.09898549073600911,0.022085693780053407,0.11598503578410929
2013-01-31,0.12145269629806908,0.12579848436901814,3.444428086215124e-08,0.057110471171501045,0.05617442959221407,0.06262289604297935,0.08746741157756037,0.08173601861413797,0.08235277480231351,1.4984157636806615e-07,0.08284358582211883,0.035757338225177765,0.0,0.10689055060860761,0.0213090571740181,0.07848410141642694
2013-02-28,0.07652112399701096,0.12645999291226817,1.2116614359738482e-08,0.06138929650581461,0.0574686929920907,0.06836859163223911,0.09827641351274573,0.08597899586306729,0.08755259513767935,0.01057724298473955,0.04860835140754265,0.03475380510127897,0.0,0.10715837859251136,0.020987644141588376,0.11589886310280884
2013-03-28,0.08129217744383434,0.12160638116382612,1.4438872813734985e-08,0.06186433698497142,0.05201504533731724,0.06464899960783833,0.10227077482794746,0.0797775150354047,0.08659837497061765,0.012060983907434868,0.057611807510179185,0.03444452639551734,0.0,0.10453692818710862,0.02262135330255389,0.11865078088657612
2013-04-30,0.02087126102268211,0.1528700543678797,0.0,0.036765103055386786,0.0042718575986979215,0.1010558921774907,0.175374398410555,0.03279007911113541,0.08878816386140216,2.5167675716856186e-07,0.007454369001890239,0.1264308617490395,0.0,0.11690892088162688,0.023187916675947155,0.11323087040950922
2013-05-31,3.553510349644395e-08,0.07655891831896158,0.0,0.02033300023289839,0.11862596381648316,0.1238690636664072,0.19289190385409757,0.036126143512624935,0.08293893100338057,1.1996143385176485e-08,0.08557167087906999,0.13752958883152003,2.0707927990897578e-08,0.10716883431713956,0.018385705086187355,2.0824205483341052e-07
2013-06-28,0.06219959524627679,0.0841860132059487,1.0926233255374784e-07,0.05880683165174837,0.0782024959823159,0.08322488670258303,0.1691932499274244,0.0727451513318746,0.05278803917511114,4.0180179585452417e-07,0.10841753164725206,0.03812471624252115,0.002953387339095902,0.09261027360392866,0.0191949271716777,0.07735238970811312
2013-07-31,0.06171113398949896,0.08586897500591784,0.0,0.05519517709986009,0.05793812644630934,0.07984822731099535,0.11374949735788471,0.09541763550586041,0.03044131331365306,0.007930250063503914,0.09483037937518173,0.03345120483635664,0.0,0.14674192023131996,0.026677126014663613,0.11019903344899434
2013-08-30,0.09337716246420381,0.08758438071374355,0.0,0.06959363428676688,0.04941498359056969,0.06660856409834111,0.1044767305352241,0.08429190880836446,0.034840240144889366,0.022362349987752595,0.11837696783794131,0.030385636730056766,0.0031174031978275663,0.08098352699660531,0.06627861185716245,0.08830789875055102
2013-09-30,0.0827392337075218,0.0966989797651205,2.440539319685728e-07,0.06906603583675967,0.05459998949364231,0.07160796278340356,0.10421247729312796,0.09153309767583873,0.029024925753284556,0.02204741950825665,0.11635738617800558,0.028004740258482985,0.0028798995635058496,0.07857083890916991,0.07261743346447407,0.08003933575547384
2013-10-31,0.07164532938366396,0.10530965992675907,0.0,0.06371113886793041,0.06646723645469561,0.030567606374689495,0.16377583621173428,0.10356676521308679,0.015491983175246027,0.015916118915920287,0.11451889316598365,0.02822192849104716,0.0022855903648716963,0.07607557159663535,0.08593815093175544,0.05650819092598075
2013-11-29,0.06248738300785998,0.17371028169948005,5.323405370758117e-08,0.062217524627760104,0.07414503682335374,0.09509392596152073,0.1712271771592854,0.051205866728330204,0.003890684167765438,0.013266829125634287,0.11657394094583572,0.027239025900737044,0.0011175844062960769,0.07474039277553461,0.031219180012941813,0.0418651134236112
2013-12-31,0.09826777458564498,0.1398871508859344,6.14793460914379e-08,0.06998792712976563,0.046276739451037184,0.03070399153923596,0.09709981566203867,0.08554502666164872,0.033565008979494694,0.023809169216327915,0.14617666105751168,0.025943485445935627,0.005050557641380607,0.07153969371635635,0.031070656979147394,0.09507627956919423
2014-01-31,0.07464461280105279,0.1520410605691256,0.0,0.016674634576659575,0.0610141751887046,0.029542400101989424,0.10107181055808608,0.05371991344411989,0.015836364820275367,0.020568067047237838,0.17211441481266082,0.027345114528182796,0.0034274293387587815,0.0731338218023925,0.07991693792937138,0.11894924248138257
2014-02-28,0.12587725716739775,0.1491799976690526,3.599639275798742e-08,0.017686988081634714,0.011906224997040539,0.03069227669646405,0.10047536925626559,0.053158227944057924,0.014596169594338253,0.02028769241615348,0.17002823872301603,0.027042385639937785,0.05266133879218408,0.07245097143779643,0.08085003102700022,0.07310679456126784
2014-03-31,0.12599546532138883,0.12965272489788948,8.892693094840928e-08,0.030609997342817996,0.013244911685352996,0.030271461179283074,0.10093660493203283,0.056560931561243,0.023895680664954545,0.02325287726076179,0.16601954608786448,0.027454075523076233,0.043196739620131,0.034723709742913,0.07251436763795467,0.12167081761540514
2014-04-30,0.1374677386229505,0.08160116116412769,0.01788867418440933,0.03370153913047364,0.015574125984702012,0.03138479936640415,0.09950804995980797,0.0934516585612592,0.02261874168882032,0.028811031406810576,0.16555476448400813,0.029039443280544773,0.046940561316109505,0.0340240305621769,0.07163929699178724,0.09079438329560799
2014-05-30,0.1922111073619047,0.0785906411990681,0.08103476006954544,0.013474340951331105,0.0,0.0,0.09278533394719164,0.03262919248940028,0.006500940465288258,0.03859063855201273,0.1049695830265823,0.0306003130406989,0.0528193060395108,0.06987721801006051,0.09321309374091553,0.11270353110648963
2014-06-30,0.19999997124246602,0.07453002045050332,0.019561930211712014,2.1631082925116317e-06,0.0,1.2127495805332841e-08,0.07600485998044737,0.0,0.059850746700266404,0.0423881585422735,0.0882146087618627,0.11372268510297275,0.06178541736469238,0.06863471929154646,0.10846183930854303,0.08684286780692568
2014-07-31,0.19799783365777351,0.078352396177287,0.09189791616241844,0.08045416235807817,0.0,1.255186532803385e-08,0.0811167052318105,0.03302446863005416,7.141477188723839e-07,0.043345544184754205,0.10082294952136882,0.09502657970901525,0.05117921362022715,0.00539305371919858,0.03294045663116683,0.10844799369726323
2014-08-29,0.17866199851333792,0.045538476755939514,0.07031935631833347,0.08062522184625832,0.02209756249438489,0.0017655512336187615,0.08492654114469049,0.05710689858165045,0.023406527370200794,0.047255101473156036,0.14523903385629708,0.028826696392327416,0.026098957062788506,0.035593105631295516,0.037149153336716444,0.11538981798900443
2014-09-30,0.17670908055019746,0.08264546982336891,0.06300876172089716,0.03839893470971271,0.022337745625156245,0.04014037890912769,0.08906486828760057,0.05884609929806717,0.030509173989483034,0.008565341871613884,0.14940622113529664,0.027834660862065767,0.023884624785994242,0.040837973998899706,0.03650752334559725,0.11130314108692159
